,Status,ActivityCompleted,nps_score,Comments,Sentiment,Device Type,Browser,Comments_spell_checked,Comments_spell_checked_textblob_polarity_score,Comments_spell_checked_txtblob_polarity,Comments_spell_checked_txtblob_polarity_subjectivity
4375,Complete,2022-09-22,5.0,Easy to use. Good photos,Positive,Desktop,Chrome,Easy to use. Good photos,"Sentiment(polarity=0.5666666666666667, subjectivity=0.7166666666666668)",0.5666666666666667,0.7166666666666668
4379,Complete,2022-09-22,5.0,Very clear to understand. Thanks,Positive,Mobile,Google App,Very clear to understand. Thanks,"Sentiment(polarity=0.16500000000000004, subjectivity=0.3491666666666666)",0.16500000000000004,0.3491666666666666
4380,Complete,2022-09-22,5.0,Good order,Positive,Mobile,Safari mobile,Good order,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001
4384,Complete,2022-09-22,5.0,because Nancy is so helpful,Positive,Desktop,Microsoft Edge,because Nancy is so helpful,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4386,Complete,2022-09-22,5.0,ease of use,Positive,Desktop,Chrome,ease of use,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4387,Complete,2022-09-22,4.0,Just rsvp,Neutral,Mobile,Chrome Mobile,Just rsvp,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4388,Complete,2022-09-22,5.0,good information about the product I was interested in,Positive,Desktop,Chrome,good information about the product I was interested in,"Sentiment(polarity=0.475, subjectivity=0.55)",0.475,0.55
4389,Complete,2022-09-22,2.0,"It would be nice if this pop up, popped up less often",Negative,Desktop,Chrome,"It would be nice if this pop up, popped up less often","Sentiment(polarity=0.21666666666666667, subjectivity=0.5333333333333333)",0.21666666666666667,0.5333333333333333
4390,Complete,2022-09-22,1.0,Can't find what I need,Negative,Mobile,Chrome Mobile,Can't find what I need,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4392,Complete,2022-09-22,1.0,The page responds too slow,Negative,Desktop,Chrome,The page responds too slow,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.30000000000000004,0.39999999999999997
4393,Complete,2022-09-22,4.0,I don't want to request a quote for certain items I just want to get a running total and fill a shopping cart. I can argue over price later.,Negative,Desktop,Chrome,I don't want to request a quote for certain items I just want to get a running total and fill a shopping cart. I can argue over price later.,"Sentiment(polarity=0.07142857142857142, subjectivity=0.44047619047619047)",0.07142857142857142,0.44047619047619047
4394,Complete,2022-09-22,5.0,Easy to work with,Positive,Mobile,Chrome Mobile,Easy to work with,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4399,Complete,2022-09-22,1.0,Sadly as and SBR employee I'm disappointed at the performance of this site. When trying to view Telematically enabled assets I get a spinning wheel when I click on an asset on the map and select details. Same spinning wheel when I select Owned Equipment when this tab is enable,Negative,Desktop,Chrome,Sadly as and SR employee I'm disappointed at the performance of this site. When trying to view Telematically enabled assets I get a spinning wheel when I click on an asset on the map and select details. Same spinning wheel when I select Owned Equipment when this tab is enable,"Sentiment(polarity=-0.4166666666666667, subjectivity=0.625)",-0.4166666666666667,0.625
4401,Complete,2022-09-22,2.0,It is often down,Negative,Desktop,Chrome,It is often down,"Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889)",-0.15555555555555559,0.2888888888888889
4403,Complete,2022-09-22,3.0,Have not used it yet,Neutral,Mobile,Chrome Mobile,Have not used it yet,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4405,Complete,2022-09-22,5.0,Great service!,Positive,Mobile,Safari mobile,Great service!,"Sentiment(polarity=1.0, subjectivity=0.75)",1.0,0.75
4407,Complete,2022-09-22,1.0,I need to print an invoice so I can bill our customer. I've been trying for days... the invoices will not load.. timer just keeps spinning. Very frustrating and holding up my ability to invoice!!! :(,Negative,Desktop,Chrome,I need to print an invoice so I can bill our customer. I've been trying for days... the invoices will not load.. timer just keeps spinning. Very frustrating and holding up my ability to invoice!!! :(,"Sentiment(polarity=-0.875, subjectivity=1.0)",-0.875,1.0
4408,Complete,2022-09-22,1.0,I was waiting to talk to someone with the live chat and no one has talked to me for over 5 mins then this popped up,Negative,Mobile,Chrome Mobile,I was waiting to talk to someone with the live chat and no one has talked to me for over 5 mins then this popped up,"Sentiment(polarity=0.13636363636363635, subjectivity=0.5)",0.13636363636363635,0.5
4411,Complete,2022-09-22,1.0,it gives error messages all the time when i 'm trying to pull invoices,Negative,Desktop,Microsoft Edge,it gives error messages all the time when i 'm trying to pull invoices,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4413,Complete,2022-09-22,1.0,It is not very user friendly and it gets locked up often.,Negative,Desktop,Chrome,It is not very user friendly and it gets locked up often.,"Sentiment(polarity=0.1375, subjectivity=0.4)",0.1375,0.4
4419,Complete,2022-09-22,4.0,"Site is generally good, when credits are shown to account they aren't able to be used online. That needs to be upgraded",Mixed,Desktop,Chrome,"Site is generally good, when credits are shown to account they aren't able to be used online. That needs to be upgraded","Sentiment(polarity=0.6, subjectivity=0.6125)",0.6,0.6125
4420,Complete,2022-09-22,1.0,Nothing is pulling up...,Neutral,Desktop,Chrome,Nothing is pulling up...,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4423,Complete,2022-09-22,5.0,Taking the extra effort to get what I need,Neutral,Desktop,Microsoft Edge,Taking the extra effort to get what I need,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1
4433,Complete,2022-09-22,5.0,Everything is easy to navigate with the correct amount of information,Positive,Desktop,Safari,Everything is easy to navigate with the correct amount of information,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4437,Complete,2022-09-22,5.0,Found what I was looking for.,Positive,Mobile,Safari mobile,Found what I was looking for.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4440,Complete,2022-09-22,5.0,It works as i needed it to.,Positive,Desktop,Chrome,It works as i needed it to.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4445,Complete,2022-09-22,5.0,Easy to navigate,Positive,Desktop,Chrome,Easy to navigate,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4448,Complete,2022-09-22,5.0,I liked it,Positive,Mobile,Safari mobile,I liked it,"Sentiment(polarity=0.6, subjectivity=0.8)",0.6,0.8
4450,Complete,2022-09-22,1.0,very slow and have to enter twice,Negative,Desktop,Chrome,very slow and have to enter twice,"Sentiment(polarity=-0.39000000000000007, subjectivity=0.52)",-0.39000000000000007,0.52
4451,Complete,2022-09-22,1.0,cannot get past step 1 of the online reservation process,Negative,Desktop,Chrome,cannot get past step 1 of the online reservation process,"Sentiment(polarity=-0.25, subjectivity=0.25)",-0.25,0.25
4455,Complete,2022-09-22,5.0,Very helpful and professional,Positive,Mobile,Google App,Very helpful and professional,"Sentiment(polarity=0.15000000000000002, subjectivity=0.2)",0.15000000000000002,0.2
4458,Complete,2022-09-22,5.0,GOOD INFORMATION,Positive,Desktop,Safari,GOOD INFORMATION,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001
4462,Complete,2022-09-22,5.0,Awesome way to pay and track,Positive,Desktop,Chrome,Awesome way to pay and track,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,1.0
4464,Complete,2022-09-23,1.0,Not user friendly,Negative,Desktop,Firefox,Not user friendly,"Sentiment(polarity=0.375, subjectivity=0.5)",0.375,0.5
4465,Complete,2022-09-23,5.0,Use your equiptment before good service.,Neutral,Mobile,Chrome Mobile,Use your equipment before good service.,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001
4468,Complete,2022-09-23,5.0,.,Neutral,Mobile,Google App,.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4471,Complete,2022-09-23,5.0,Easy to find the right equipment at a decent price,Positive,Mobile,Safari mobile,Easy to find the right equipment at a decent price,"Sentiment(polarity=0.29523809523809524, subjectivity=0.6785714285714285)",0.29523809523809524,0.6785714285714285
4477,Complete,2022-09-23,2.0,slow,Negative,Desktop,Chrome,slow,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.30000000000000004,0.39999999999999997
4478,Complete,2022-09-23,5.0,it was simple to use,Positive,Desktop,Chrome,it was simple to use,"Sentiment(polarity=0.0, subjectivity=0.35714285714285715)",0.0,0.35714285714285715
4481,Complete,2022-09-23,5.0,It was easy for me to find the item I wanted to rent.,Positive,Mobile,Chrome Mobile,It was easy for me to find the item I wanted to rent.,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4482,Complete,2022-09-23,4.0,Easy,Positive,Mobile,Chrome Mobile,Easy,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4487,Complete,2022-09-23,5.0,Easy to use and find equipment,Positive,Mobile,Safari mobile,Easy to use and find equipment,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4491,Complete,2022-09-23,1.0,Have to drive 1:30 to obtain needed parts for rental. This is on my own dime. Highly upsetting with resolution.,Negative,Desktop,Microsoft Edge,Have to drive 1:30 to obtain needed parts for rental. This is on my own dime. Highly upsetting with resolution.,"Sentiment(polarity=0.38, subjectivity=0.77)",0.38,0.77
4492,Complete,2022-09-23,5.0,Friendly Follow Up Response and Efficient Delivery. They let me know what's going on and that helps to know what to expect so I can plan things out and get more done. Really Good Service!,Positive,Desktop,Microsoft Edge,Friendly Follow Up Response and Efficient Delivery. They let me know what's going on and that helps to know what to expect so I can plan things out and get more done. Really Good Service!,"Sentiment(polarity=0.5833333333333334, subjectivity=0.5333333333333333)",0.5833333333333334,0.5333333333333333
4493,Complete,2022-09-23,1.0,33407 is West Palm,Neutral,Desktop,Chrome,33407 is West Palm,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4494,Complete,2022-09-23,1.0,IT DOESN;T WORK,Negative,Desktop,Chrome,In DOES;T WORK,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4497,Complete,2022-09-23,3.0,Difficult to find a location,Negative,Mobile,Safari mobile,Difficult to find a location,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0
4500,Complete,2022-09-23,5.0,Really good but times out too soon,Mixed,Desktop,Chrome,Really good but times out too soon,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001
4504,Complete,2022-09-23,3.0,"I sent a request to the 800#. And, I got no response, yet (20 minutes).",Negative,Mobile,Mobile Samsung Browser,"I sent a request to the 800#. And, I got no response, yet (20 minutes).","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4505,Complete,2022-09-23,3.0,It shows equipment at a site/ location that is not there,Negative,Mobile,Safari mobile,It shows equipment at a site/ location that is not there,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4507,Complete,2022-09-23,1.0,it is difficult to download and print invoice reports which is necessary because Sunbelt does not send monthly statements so reconciling my account is impossible,Negative,Desktop,Microsoft Edge,it is difficult to download and print invoice reports which is necessary because Sunbelt does not send monthly statements so reconciling my account is impossible,"Sentiment(polarity=-0.38888888888888884, subjectivity=1.0)",-0.38888888888888884,1.0
4510,Complete,2022-09-23,1.0,"Terrible, my job has been nearly impossible to do, it is too slow.",Negative,Desktop,Chrome,"Terrible, my job has been nearly impossible to do, it is too slow.","Sentiment(polarity=-0.6555555555555556, subjectivity=0.7999999999999999)",-0.6555555555555556,0.7999999999999999
4514,Complete,2022-09-23,5.0,Easy to find info.,Positive,Desktop,Chrome,Easy to find info.,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4516,Complete,2022-09-23,1.0,web site sucks,Negative,Desktop,Chrome,web site sucks,"Sentiment(polarity=-0.3, subjectivity=0.3)",-0.3,0.3
4517,Complete,2022-09-23,1.0,I end up getting kicked out of the site after downloading 6 or 7 invoices,Negative,Desktop,Chrome,I end up getting kicked out of the site after downloading 6 or 7 invoices,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4519,Complete,2022-09-23,1.0,"When I ""click"" on a picture it takes too long for the data to appear b/c all of the other scripts load first. Too much bloat w/o ""what I want to see"" content. IMO",Negative,Desktop,Chrome,"When I ""click"" on a picture it takes too long for the data to appear b/c all of the other scripts load first. Too much float w/o ""what I want to see"" content. MO","Sentiment(polarity=0.06875, subjectivity=0.32708333333333334)",0.06875,0.32708333333333334
4522,Complete,2022-09-23,5.0,Very easy to use.,Positive,Desktop,Safari,Very easy to use.,"Sentiment(polarity=0.5633333333333334, subjectivity=1.0)",0.5633333333333334,1.0
4526,Complete,2022-09-23,5.0,Because I like your web site.,Positive,Desktop,Firefox,Because I like your web site.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4528,Complete,2022-09-23,4.0,its really good,Positive,Desktop,Chrome,its really good,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001
4533,Complete,2022-09-23,1.0,Won't load invoices,Negative,Desktop,Chrome,Won't load invoices,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4538,Complete,2022-09-23,1.0,"There is no information on the stuff to rent. Looking for a carpet pole and there are no dimensions. Also when you call the store and ask for dimensions, they can only give you approximate which isn't really helpful",Negative,Desktop,Chrome,"There is no information on the stuff to rent. Looking for a carpet pole and there are no dimensions. Also when you call the store and ask for dimensions, they can only give you approximate which isn't really helpful","Sentiment(polarity=-0.06666666666666667, subjectivity=0.6)",-0.06666666666666667,0.6
4539,Complete,2022-09-23,5.0,"very helpful, bring equipment to location.",Positive,Desktop,Safari,"very helpful, bring equipment to location.","Sentiment(polarity=0.2, subjectivity=0.3)",0.2,0.3
4540,Complete,2022-09-23,2.0,Website is way too slow.,Negative,Desktop,Chrome,Website is way too slow.,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.30000000000000004,0.39999999999999997
4548,Complete,2022-09-23,1.0,Slow answer the phone why????,Negative,Mobile,Safari mobile,Slow answer the phone why????,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.30000000000000004,0.39999999999999997
4549,Complete,2022-09-23,1.0,I have not been sent email to reset password after 4 attempts,Negative,Desktop,Chrome,I have not been sent email to reset password after 4 attempts,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4550,Complete,2022-09-23,1.0,"The equipment I wanted you do not have. Yet, your website directed me to your company. A waste of my time.",Negative,Desktop,Microsoft Edge,"The equipment I wanted you do not have. Yet, your website directed me to your company. A waste of my time.","Sentiment(polarity=-0.2, subjectivity=0.0)",-0.2,0.0
